v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target,ean8,ean13,boolean_null,low_variance,number_in_words,dayofweek,year,currency_amount,currency_currency,markdown_text_amount,markdown_text_currency
,0,6,0,1,1,0,,0,1,1,1,3,4,1,4,5,5,5,2,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,5,1.5,2,no,0,1,0,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,1,73,4,5329,25,4,1,1.5625,2.25,22.5625,5329,2,33431208,4452011100648,,21,20.1,Wednesday,1981,1235.99,â‚¬,4.0,kn
,0,6,0,1,1,0,,0,2,2,0,1,1,0,3,3,3,3,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,no,yes,no,0,0,1,0,0,0,0,0,0,4,0.75,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,22,36,484,9,1,0,0.5625,0.0,18.777779,484,3,96609088,4192140966769,,21,20.1,Tuesday,1998,151200.0,ØªÙˆÙ…Ø§Ù†,6.0,kn
,0,6,0,1,1,0,,0,2,2,0,1,1,0,3,3,3,3,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,no,yes,no,0,0,1,0,0,0,0,0,0,4,0.75,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,50,36,2500,9,1,0,0.5625,0.0,18.777779,2500,3,393997,5753080526469,True,21,9.0,Tuesday,1981,1550000.0,Rp,9.0,Af
,0,6,0,1,1,0,,0,2,2,0,1,1,0,3,3,3,3,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,no,yes,no,0,1,0,0,0,0,0,0,0,4,0.75,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,59,1,3481,9,1,0,0.5625,0.0,18.777779,3481,3,93919265,7960024729642,False,22,9.0,Monday,1974,15130.0,Ð ,1.0,Sk
,0,9,0,1,1,0,,0,2,2,1,4,5,1,6,7,7,7,10,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,7,.40000001,9,no,0,0,0,1,0,0,0,0,0,4,1.75,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,50,100,2500,49,81,4,3.0625,0.16000001,225.0,2500,4,9267893,6016489184319,True,22,20.1,Monday,1988,1550000.0,Rp,315.0,
,0,9,0,1,1,0,,0,2,2,1,4,5,1,6,7,7,7,14,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,7,.40000001,9,no,0,0,0,0,0,0,0,1,0,4,1.75,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,25,196,625,49,81,4,3.0625,0.16000001,225.0,625,4,24571425,1322633176471,True,22,20.1,Thursday,2001,151200.0,ØªÙˆÙ…Ø§Ù†,1.0,Af
,0,9,0,1,1,0,,0,2,2,1,4,5,1,6,7,7,7,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,7,.40000001,9,no,1,0,0,0,0,0,0,0,0,4,1.75,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,0,0,0,49,81,4,3.0625,0.16000001,225.0,0,4,49003062,3414632284214,True,21,20.1,Sunday,2010,119.0,$,1.0,
,0,9,0,1,1,0,,0,2,2,1,4,5,1,6,7,7,7,17,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,7,.40000001,9,no,0,0,0,0,0,0,0,0,1,4,1.75,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,29,289,841,49,81,4,3.0625,0.16000001,225.0,841,4,76221538,5402161787991,,22,5.0,Friday,1975,1235.99,â‚¬,1.0,Le
,0,9,0,1,1,0,,0,2,2,1,4,5,1,6,7,7,7,14,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,7,.40000001,9,no,0,0,0,0,0,0,0,1,0,4,1.75,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,23,196,529,49,81,4,3.0625,0.16000001,225.0,529,4,35259121,4894852891475,True,22,9.0,Saturday,1984,151200.0,ØªÙˆÙ…Ø§Ù†,1.0,
,0,9,0,1,1,0,,0,2,2,1,4,5,1,6,7,7,7,11,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,7,.40000001,9,no,0,0,0,0,1,0,0,0,0,4,1.75,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,19,121,361,49,81,4,3.0625,0.16000001,225.0,361,4,62820295,4395499231896,True,21,5.0,Monday,1999,75990.0,KÄ,1.0,kn
,0,9,0,1,1,0,,0,2,2,1,4,5,1,6,7,7,7,9,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,7,.40000001,9,no,0,0,0,1,0,0,0,0,0,4,1.75,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,57,81,3249,49,81,4,3.0625,0.16000001,225.0,3249,4,51628161,6861270214481,,22,20.1,Friday,2013,99.0,â‚¬,268.0,Le
,0,7,0,1,1,1,1,1,2,3,0,3,3,1,5,6,6,6,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,6,.5,11,no,0,0,1,0,0,0,0,0,0,4,1.5,1,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,1,20,36,400,36,121,4,2.25,0.25,72.25,400,2,3432129,8233798169495,,21,105.0,Monday,2004,99.0,â‚¬,1.0,Le
,0,7,0,1,1,1,1,1,2,3,0,3,3,1,5,6,6,6,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,.5,11,no,0,0,0,0,1,0,0,0,0,4,1.5,1,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,1,54,121,2916,36,121,4,2.25,0.25,72.25,2916,2,63811254,4125143698023,True,21,5.0,Wednesday,1985,15130.0,Ð ,228.0,
,0,7,0,1,1,1,1,1,2,3,0,3,3,1,5,6,6,6,10,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,6,.5,11,no,0,0,0,1,0,0,0,0,0,4,1.5,1,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,1,23,100,529,36,121,4,2.25,0.25,72.25,529,2,18642728,9181285038665,,21,105.0,Tuesday,1972,1550000.0,Rp,1.0,
,0,7,0,1,1,1,1,1,2,3,0,3,3,1,5,6,6,6,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,6,.5,11,no,0,1,0,0,0,0,0,0,0,4,1.5,1,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,1,53,1,2809,36,121,4,2.25,0.25,72.25,2809,2,32100501,6621528534316,,21,9.0,Sunday,1992,50.0,,442.0,kn
,0,7,0,1,1,1,1,1,2,3,0,3,3,1,5,6,6,6,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,6,.5,11,no,0,0,1,0,0,0,0,0,0,4,1.5,1,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,1,18,36,324,36,121,4,2.25,0.25,72.25,324,2,87941623,445442181106,True,22,1.0,Wednesday,1996,75990.0,KÄ,7.0,
,0,7,0,1,1,1,1,1,2,3,0,3,3,1,5,6,6,6,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,6,.5,11,no,1,0,0,0,0,0,0,0,0,4,1.5,1,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,1,4,0,16,36,121,4,2.25,0.25,72.25,16,2,58693520,9983626687279,True,21,105.0,Monday,2000,15130.0,Ð ,1.0,kn
,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,yes,no,yes,0,0,1,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,45,36,2025,4,0,0,1.0,1.0,12.25,2025,4,80975502,262602275822,True,21,1.0,Tuesday,1975,15130.0,Ð ,208.0,kn
,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,yes,no,yes,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,89,1,7921,4,0,0,1.0,1.0,12.25,7921,4,29352098,392127784117,,21,1.0,Thursday,1988,15130.0,Ð ,6.0,
27000.0,0,4,0,1,1,0,,1,1,2,0,1,1,1,2,3,3,3,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,.5,7,no,1,0,0,0,0,0,0,0,0,2,1.5,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,3,0,9,9,49,1,2.25,0.25,81.0,9,2,97161400,3162393915181,True,22,9.0,Sunday,1996,151200.0,ØªÙˆÙ…Ø§Ù†,297.0,kn
27000.0,0,4,0,1,1,0,,1,1,2,0,1,1,1,2,3,3,3,7,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,.5,7,no,0,0,0,1,0,0,0,0,0,2,1.5,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,28,49,784,9,49,1,2.25,0.25,81.0,784,2,70856347,6650021096588,True,22,105.0,Friday,1977,151200.0,ØªÙˆÙ…Ø§Ù†,1.0,man.
27000.0,0,4,0,1,1,0,,1,1,2,0,1,1,1,2,3,3,3,11,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,.5,7,no,0,0,0,0,1,0,0,0,0,2,1.5,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,26,121,676,9,49,1,2.25,0.25,81.0,676,2,76312830,6618844599037,False,22,1.0,Wednesday,1988,1550000.0,Rp,407.0,
,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,no,5,no,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,47,25,2209,4,25,0,1.0,0.0,30.25,2209,3,3559970,5728629290644,,21,1.0,Tuesday,1992,50.0,,424.0,
,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,no,5,no,0,0,1,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,44,36,1936,4,25,0,1.0,0.0,30.25,1936,3,61908314,5244846943786,False,22,5.0,Saturday,1987,1235.99,â‚¬,1.0,kn
,0,5,0,1,1,0,,0,3,3,0,3,3,0,6,6,6,6,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,2,6,yes,6,no,0,0,1,0,0,0,0,0,0,3,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,36,256,36,36,1,4.0,1.0,25.0,256,3,20708467,8580771637077,True,21,9.0,Tuesday,1988,15130.0,Ð ,1.0,man.
,0,5,0,1,1,0,,0,3,3,0,3,3,0,6,6,6,6,11,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,2,6,yes,6,no,0,0,0,0,1,0,0,0,0,3,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22,121,484,36,36,1,4.0,1.0,25.0,484,3,15543882,119831984790,True,22,1.0,Tuesday,2012,119.0,$,1.0,kn
,0,5,0,1,1,0,,0,3,3,0,3,3,0,6,6,6,6,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,6,yes,6,no,1,0,0,0,0,0,0,0,0,3,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,43,0,1849,36,36,1,4.0,1.0,25.0,1849,3,18887471,647564595421,True,21,5.0,Wednesday,1978,99.0,â‚¬,3.0,kn
,0,5,0,1,1,0,,0,3,3,0,3,3,0,6,6,6,6,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,2,6,yes,6,no,0,1,0,0,0,0,0,0,0,3,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,73,4,5329,36,36,1,4.0,1.0,25.0,5329,3,37798949,8883967431542,False,22,105.0,Friday,2006,119.0,$,405.0,kn
,0,5,0,1,1,0,,0,3,3,0,3,3,0,6,6,6,6,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,6,yes,6,no,0,0,1,0,0,0,0,0,0,3,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45,36,2025,36,36,1,4.0,1.0,25.0,2025,3,42299363,2347864132965,False,21,5.0,Saturday,2002,119.0,$,1.0,
,0,5,0,1,1,0,,0,3,3,0,3,3,0,6,6,6,6,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,2,6,yes,6,no,0,0,1,0,0,0,0,0,0,3,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,75,36,5625,36,36,1,4.0,1.0,25.0,5625,3,91229144,1363429160960,True,21,9.0,Friday,1995,15130.0,Ð ,201.0,Le
,0,4,0,1,1,0,,0,1,1,0,0,0,0,1,1,1,1,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,no,7,no,0,0,0,1,0,0,0,0,0,2,0.5,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,39,49,1521,1,49,0,0.25,0.0,49.0,1521,4,91867278,8744022530207,True,22,20.1,Saturday,2010,1235.99,â‚¬,1.0,
,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,yes,6,no,0,0,0,1,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,14,49,196,4,36,1,1.0,1.0,36.0,196,2,504706,4157762219983,True,22,105.0,Saturday,1996,151200.0,ØªÙˆÙ…Ø§Ù†,1.0,Af
,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,yes,6,no,0,0,1,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,52,36,2704,4,36,1,1.0,1.0,36.0,2704,2,62475297,8000874823875,True,21,105.0,Friday,1972,151200.0,ØªÙˆÙ…Ø§Ù†,394.0,Br
,0,8,0,1,1,0,,0,2,2,0,2,2,0,4,4,4,4,6,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,yes,6,no,0,0,1,0,0,0,0,0,0,5,0.80000001,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,34,36,1156,16,36,4,0.64000005,1.0,36.0,1156,3,43881109,9323229848668,,21,5.0,Tuesday,2000,1235.99,â‚¬,1.0,kn
,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,yes,no,6,0,0,1,0,0,0,0,0,0,2,1.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,74,36,5476,4,0,0,1.0,1.0,9.0,5476,4,99677121,3364983750404,True,22,20.1,Sunday,2019,99.0,â‚¬,1.0,kn
,0,4,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,yes,no,6,1,0,0,0,0,0,0,0,0,2,1.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,50,0,2500,4,0,0,1.0,1.0,9.0,2500,4,81889242,954346460397,True,21,1.0,Monday,2009,15130.0,Ð ,1.0,din.
420000.0,0,5,0,1,1,0,,0,2,2,0,0,0,0,2,2,2,2,17,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,no,17,no,0,0,0,0,0,0,0,0,1,2,1.0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,50,289,2500,4,289,0,1.0,0.0,256.0,2500,4,26964850,4342715279866,True,21,1.0,Saturday,1998,15130.0,Ð ,1.0,
420000.0,0,5,0,1,1,0,,0,2,2,0,0,0,0,2,2,2,2,15,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,no,17,no,0,0,0,0,0,0,0,1,0,2,1.0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,50,225,2500,4,289,0,1.0,0.0,256.0,2500,4,17964760,8977382410401,,22,5.0,Friday,1978,15130.0,Ð ,468.0,Le
,0,4,0,1,1,1,1,0,2,2,0,2,2,0,4,4,4,4,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,no,11,no,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,50,121,2500,16,121,0,1.7777778999999998,0.0,126.5625,2500,4,38620805,9413470063375,True,21,105.0,Saturday,1998,75990.0,KÄ,1.0,
